5000fc14-3f4e-11e2-9ad7-00219b85c366	5cb9c60c-0c04-11e2-9b44-00219b85c366	6	1	http://douglasadams.com/	1	0	10
50029844-3f4e-11e2-9ad7-00219b85c366	5cb9cb66-0c04-11e2-9b44-00219b85c366	9	1002	http://en.wikipedia.org/wiki/14th_Dalai_Lama	2	0	1
50042dbc-3f4e-11e2-9ad7-00219b85c366	5cb9cb66-0c04-11e2-9b44-00219b85c366	6	1006	http://nobelprize.org/nobel_prizes/peace/laureates/1989/lama-bio.html	6	0	1
50108bca-3f4e-11e2-9ad7-00219b85c366	5cb9bfc2-0c04-11e2-9b44-00219b85c366	9	101	http://en.wikipedia.org/wiki/Jack_Kevorkian	1	0	11
50122b92-3f4e-11e2-9ad7-00219b85c366	5cb9cb66-0c04-11e2-9b44-00219b85c366	6	1012	http://www.katinkahesselink.net/other/c/c_dalai.html	12	0	1
50137d6c-3f4e-11e2-9ad7-00219b85c366	5cb9cb66-0c04-11e2-9b44-00219b85c366	1	1019	http://www.namgyal.org/about/hhdl.cfm	19	0	1
5014d36a-3f4e-11e2-9ad7-00219b85c366	5cb9cb66-0c04-11e2-9b44-00219b85c366	1	1042	http://www.dalailamainaustralia.org/	42	0	1
501d590e-3f4e-11e2-9ad7-00219b85c366	5cb9cb66-0c04-11e2-9b44-00219b85c366	7	1044	http://www.1000ventures.com/business_guide/crosscuttings/cultures_buddhism_dalai_lama.html	44	0	1
501f15d2-3f4e-11e2-9ad7-00219b85c366	5cb9cb66-0c04-11e2-9b44-00219b85c366	1	1064	http://www.bbc.co.uk/religion/religions/buddhism/people/dalailama_1.shtml	64	0	1
5020795e-3f4e-11e2-9ad7-00219b85c366	5cb9cb66-0c04-11e2-9b44-00219b85c366	1	1065	http://www.moreorless.au.com/heroes/dalai.html	65	0	1
5021cfe8-3f4e-11e2-9ad7-00219b85c366	5cb9cb66-0c04-11e2-9b44-00219b85c366	1	1083	http://almaz.com/nobel/peace/1989a.html	83	0	1
502e8d3c-3f4e-11e2-9ad7-00219b85c366	5cb9cb66-0c04-11e2-9b44-00219b85c366	1	1097	http://www.onelittleangel.com/wisdom/quotes/dalai_lama.asp	97	0	1
50301fda-3f4e-11e2-9ad7-00219b85c366	5cb9c04e-0c04-11e2-9b44-00219b85c366	9	1126	http://en.wikipedia.org/wiki/Sunday_Night_Show	26	0	20
50318398-3f4e-11e2-9ad7-00219b85c366	5cb9bf4a-0c04-11e2-9b44-00219b85c366	6	1207	http://uncyclopedia.wikia.com/wiki/Ian_Paisley	7	0	21
5032e15c-3f4e-11e2-9ad7-00219b85c366	5cb9bf4a-0c04-11e2-9b44-00219b85c366	9	1224	http://en.wikipedia.org/wiki/Ian_Paisley,_Jr.	24	0	21
503df3d0-3f4e-11e2-9ad7-00219b85c366	5cb9c756-0c04-11e2-9b44-00219b85c366	9	1303	http://en.wikipedia.org/wiki/Issels_treatment	3	0	22
503fbf08-3f4e-11e2-9ad7-00219b85c366	5cb9c756-0c04-11e2-9b44-00219b85c366	6	1305	http://www.cancer.gov/cancertopics/factsheet/Therapy/hyperthermia	5	0	22
50411e98-3f4e-11e2-9ad7-00219b85c366	5cb9c756-0c04-11e2-9b44-00219b85c366	6	1314	http://www.cancure.org/issels_therapy.htm	14	0	22
504281d4-3f4e-11e2-9ad7-00219b85c366	5cb9c756-0c04-11e2-9b44-00219b85c366	9	1315	http://en.wikipedia.org/wiki/Josef_Issels	15	0	22
504d844e-3f4e-11e2-9ad7-00219b85c366	5cb9c756-0c04-11e2-9b44-00219b85c366	6	1328	http://www.quackwatch.org/00AboutQuackwatch/altseek.html	28	0	22
504f3de8-3f4e-11e2-9ad7-00219b85c366	5cb9c756-0c04-11e2-9b44-00219b85c366	6	1329	http://www.curezone.com/diseases/cancer/cancer_dental_risk.asp	29	0	22
